COL video title VAL David Dante - Speedy Gonzales.wmv COL channel name VAL delwoodjef	COL video title VAL Quincy Jones - "A Taste of Honey" (1962) COL channel name VAL martsie74	0
COL video title VAL the Beezlebubs doing I am the Walrus COL channel name VAL Rocky McDaniel	COL video title VAL Can you feel the love tonight - Elton John (Lyrics) COL channel name VAL Ravnen95	0
COL video title VAL White Christmas – Robert Downey Jr. and Vonda Shepard COL channel name VAL TheGreta777	COL video title VAL Dolly Parton & Kenny Rogers - Christmas Without You COL channel name VAL Country At Its Finest	1
COL video title VAL Johnny Paycheck - King of the Road COL channel name VAL J Hughes	COL video title VAL Billy Preston - 15 King of the Road (HQ) COL channel name VAL Murat MORSÜMBÜL	1
COL video title VAL Rick Nelson and the Stone Canyon Band  "She Belongs to Me" COL channel name VAL catman916	COL video title VAL Prince Charles & The City Beat Band - Jailhouse Rock (12" Mix) COL channel name VAL UnidiscMusic	0
COL video title VAL Ship's Company And Royal Marine Band Of H M S  Ark RoyalYou'll Never Walk Alone COL channel name VAL Joe Davage Channel	COL video title VAL GEORGIANS PAUL SPECHT FRANK GUARENTE - OLD FASHIONED LOVE - ROARING 20'S VICTROLA RADIOLA.MP4 COL channel name VAL VictrolaJazz	0
COL video title VAL PAUL ROBESON SWING LOW SWEET CHARIOT COL channel name VAL sarastrone	COL video title VAL Pierre Roskam sings Swing Down Sweet Chariot COL channel name VAL pierreroskam1964	1
COL video title VAL Jimmy Ricks- It's A Good Day COL channel name VAL soulfuljakazz07	COL video title VAL twist and shout - mamas and papas COL channel name VAL Leopoldo Monzani	0
COL video title VAL Jerry Garcia Band - Eleanor Rigby COL channel name VAL OkieDeadhead	COL video title VAL Sufjan Stevens ft. Gallant - Hotline Bling (Drake) COL channel name VAL Jon Uleis	0
COL video title VAL Stacey Kent - I've Got A Crush On You COL channel name VAL Luís Costa	COL video title VAL Tommy Flanagan Trio COL channel name VAL donnythejazz	0
COL video title VAL Tony Joe White - Susie Q (Remastered) COL channel name VAL Dimitris 004 & daughter - Extra channel	COL video title VAL The Shadows     My Babe COL channel name VAL Kevin Moore	0
COL video title VAL Bob James Trio_Tenderly COL channel name VAL eastend0003	COL video title VAL Edith Márquez ♫ Procuro Olvidarte (Letra) COL channel name VAL soledit76	0
COL video title VAL Amy Grant - Have Yourself a Merry Little Christmas COL channel name VAL catcrazy632	COL video title VAL Dottie West-Rose Garden COL channel name VAL MyJustified	0
COL video title VAL Ronnie Milsap   People Get Ready with Lyrics COL channel name VAL dbelleburr	COL video title VAL Blind Boys of Alabama w/ Susan Tedeschi - People Get Ready - (Live in New Orleans) (HD) COL channel name VAL JR99yes	1
COL video title VAL En d' autres mots Les Compagnons de la chanson - youtube COL channel name VAL LES COMPAGNONS DE LA CHANSON BRUNO MALLET - youtube	COL video title VAL Irene Grandi - Wonderful christmastime COL channel name VAL freccialaneirek1	0
COL video title VAL Do It Again - Paul Hardcastle COL channel name VAL 808denemon	COL video title VAL Phish -- Dear Prudence COL channel name VAL lifewithoutdeadtime	0
COL video title VAL If I Were Your Woman - Bettye Lavette COL channel name VAL Paul Austin	COL video title VAL SAEKO / MY WAY (SUBTITLE) COL channel name VAL Kiskent	0
COL video title VAL THIS TRAIN by Sister Rosetta Tharpe 1939 COL channel name VAL cdbpdx	COL video title VAL The Shadows     My Babe COL channel name VAL Kevin Moore	1
COL video title VAL Friday the 13th (Monk / Rollins) COL channel name VAL jrmilazzo1	COL video title VAL Ella Fitzgerald & Joe Pass - Once I loved COL channel name VAL Marcelo Maldonado	0
COL video title VAL you're my world grant& forsyth 1.wmv COL channel name VAL etje1964	COL video title VAL "The Four Freshmen  Mood Indigo" COL channel name VAL Motown Deep Cuts\, PAMS Jingles & More with Tomovox	0
COL video title VAL Nicola Stilo & Toninho - Naima COL channel name VAL ozu1107	COL video title VAL Lover Come Back To Me - Cal Tjader COL channel name VAL Susumu Murakoshi	0
COL video title VAL Farewell - Marcus Mumford & The Punch Brothers - Another Day/Another Time COL channel name VAL AllMusicWorld	COL video title VAL Vivre Pour Vivre（1967） - Vivre Pour Vivre COL channel name VAL ostmusicmix	0
COL video title VAL Damien Dempsey & Sinead O'Connor Fairytale Of New York COL channel name VAL deanf94	COL video title VAL THE CAPITOLS wild thing.wmv COL channel name VAL PaulGTSE	0
COL video title VAL ELIO PACE - You Never Can Tell (from the album 'Come And Get It' 2002) 4 of 16 COL channel name VAL rosarecordsonline	COL video title VAL Boleto para pasear - Sandro COL channel name VAL Sandro Sitio Oficial	0
COL video title VAL The 5678's Harlem Shuffle COL channel name VAL mood0indigo	COL video title VAL Kate Smith - (There'll Be Bluebirds Over) The White Cliffs of Dover (1942) COL channel name VAL CatsPjamas1	0
COL video title VAL DR MARIGOLD'S PRESCRIPTION - People Get Ready COL channel name VAL PSYCHOGARAGE	COL video title VAL Stevie Wonder - On The Sunny Side Of The Street COL channel name VAL johnniewalker23	0
COL video title VAL When the Sun Comes Out - Joanie Sommers COL channel name VAL BrightFREE	COL video title VAL Classic Christmas Songs - Andy Williams - Most Wonderful Time of the Year COL channel name VAL thechristmasghost	0
COL video title VAL Barry White - Beware! (1981) - 10. Louie Louie COL channel name VAL Willuigi	COL video title VAL SWAMP RATS Louie Louie COL channel name VAL zminjac	1
COL video title VAL Adriano Celentano Personality COL channel name VAL Marcello Felici	COL video title VAL DENNIS BROWN  - MY GIRL COL channel name VAL Dj\, Wrinkles Xloaded Sound International	0
COL video title VAL Sweethearts Of The Rodeo - so sad - COL channel name VAL netphil2001	COL video title VAL David Lindley - Mercury Blues COL channel name VAL amenhop	0
COL video title VAL Larry Willis Trio - My Funny Valentine COL channel name VAL jazzka	COL video title VAL michael mccloud my funny valentine COL channel name VAL thrmon	1
COL video title VAL The Head Cat - It'll Be Me COL channel name VAL Juan Otero	COL video title VAL GEORGIANS PAUL SPECHT FRANK GUARENTE - OLD FASHIONED LOVE - ROARING 20'S VICTROLA RADIOLA.MP4 COL channel name VAL VictrolaJazz	0
COL video title VAL Sometimes When We Touch - JHEENA LODWICK COL channel name VAL Swit	COL video title VAL Xavier Cugat - Hang on sloopy COL channel name VAL thesoul59	0
COL video title VAL Lover Come Back To Me - Cal Tjader COL channel name VAL Susumu Murakoshi	COL video title VAL Percy Faith - La Golondrina ( The Swallow ) COL channel name VAL Hossam Shawky	0
COL video title VAL Dame Shirley Bassey - Sorry Seems To Be The Hardest World COL channel name VAL 365emmanuel	COL video title VAL Massimo urbani - Naima (John Coltrane) COL channel name VAL Red Records	0
COL video title VAL Johnny Hallyday - Lucille (HD) Officiel Seniors Musik COL channel name VAL Seniorsmusik	COL video title VAL otis redding- lucille COL channel name VAL MissMoesbee	1
COL video title VAL Mitch Ryder & the Detroit Wheels - 12 Any Day Now (HQ) COL channel name VAL Eight to the Bar	COL video title VAL Willie Nelson - Pretty Paper COL channel name VAL sanny claus	0
COL video title VAL Joe Brown - Here Comes The Sun ( Live - Concert For George ) Sub. Esp. COL channel name VAL MadFerLennon	COL video title VAL Siniestro Total "Coleguita" (A Solas 2000) COL channel name VAL Sol Música	0
COL video title VAL Bill Nash on the Phil Everly Show with Kris Kristofferson COL channel name VAL BillandKim Nash	COL video title VAL Petruta Küpper - Once upon a time in the west (Romanian Girl) COL channel name VAL Redescoperamasitaci	0
COL video title VAL Blues in B Flat (1954) by Art Tatum COL channel name VAL bluesinorbit	COL video title VAL King Oliver's Creole Jazz Band - Dipper Mouth Blues (1923) COL channel name VAL Juan Fecit	0
COL video title VAL The Texas Chainsaw Orchestra - I Will Always Love You COL channel name VAL Pobotrol	COL video title VAL John Holt - Let Your Love Flow COL channel name VAL Preben	0
COL video title VAL Ray Baretto- summertime COL channel name VAL Therealpachanga	COL video title VAL Summertime - Colin Meloy COL channel name VAL Rapscallionesque	1
COL video title VAL Art VanDamme - Star Eyes COL channel name VAL R.G. Quayle	COL video title VAL I Could Write a Book by Harry Connick Jr. from When Harry Met Sally COL channel name VAL Bryan Galvez	0
COL video title VAL Andy Williams - A Song for You COL channel name VAL fruitypies	COL video title VAL Bireli Lagrene @ North Sea Jazz - 'This Can't Be Love' COL channel name VAL Blhite	0
COL video title VAL Cynthia Sayer: Over the Rainbow COL channel name VAL KingsBurro	COL video title VAL Deco Fiori - I Can't Help It COL channel name VAL GEORGIEgirl. I	0
COL video title VAL Larry Norman - Bridge Over Troubled Water - [Paul Simon Cover] COL channel name VAL Larry Norman	COL video title VAL Glee Bridge over troubled water performance 2x03 COL channel name VAL Glee Scenes	1
COL video title VAL Carnie And Wendy Wilson - Jingle Bell Rock COL channel name VAL Ionut Popescu	COL video title VAL Where or When - Simone Kopmajer COL channel name VAL yoichiro tani	0
COL video title VAL JOHN OTWAY - I AM THE WALRUS COL channel name VAL infocado	COL video title VAL GABOR SZABO CLOSE TO YOU COL channel name VAL aaappleknocker	0
COL video title VAL Koyi K Utho - Personal Jesus COL channel name VAL NuMetalWeb	COL video title VAL The Herd - A Change Is Gonna Come (Sam Cooke) Cover COL channel name VAL niknewys	0
COL video title VAL Over The Rainbow - Derek Watkins.mov COL channel name VAL Derek Lawton	COL video title VAL JOHN OTWAY - I AM THE WALRUS COL channel name VAL infocado	0
COL video title VAL SIXTEEN TONS - Lorne Greene COL channel name VAL Lamont Cranston	COL video title VAL TELSTAR : Le moribond (Jacques Brel cover 2003) COL channel name VAL telstarband	0
COL video title VAL THE SUPREMES  rudolph the red-nosed reindeer COL channel name VAL ChristmasCottage	COL video title VAL Al Haig with University College School All Stars - Lover Man COL channel name VAL rujazz	0
COL video title VAL You Gave Me A Mountain Sung by Jim Nabors COL channel name VAL Overlord058	COL video title VAL Willie Nelson - "Please Come Home For Christmas" COL channel name VAL RonjaGM	0
COL video title VAL Kingston Trio-My Ramblin' Boy COL channel name VAL NMmetsfan1	COL video title VAL Johnny Tillotson * Earth Angel COL channel name VAL AceRebstaRockA	0
COL video title VAL from the album- Walkin' In The Shadow Of Life- Ball of Confusion.wmv COL channel name VAL Petros F	COL video title VAL A Fine Romance / Greta Keller mit Peter Kreuder und seine Solisten COL channel name VAL Brillantspecial	0
COL video title VAL Seaweed - Go Your Own Way COL channel name VAL PukeFlower293	COL video title VAL Mascara - Comin' Home Baby (1979) COL channel name VAL Tadeusz Kawiński	0
COL video title VAL Red Hot `N`Blue - My Babe COL channel name VAL hepcat21	COL video title VAL Tupelo Highshots   Ring Of Fire COL channel name VAL 1971Hepcat	0
COL video title VAL Roland Hanna Solo - Barbados COL channel name VAL rujazz	COL video title VAL Inger Marie - Will you still love me tomorrow COL channel name VAL sweetblossom324	0
COL video title VAL Si Zentner And His Orchestra: Nice 'n Easy COL channel name VAL MrMaymac	COL video title VAL Saint Louis Blues - Alberta Hunter With Lovie Austin & Her Blues Serenaders COL channel name VAL jmcandela16	0
COL video title VAL Good Rockin Tonight    Fools fall in love COL channel name VAL rockinsylvain	COL video title VAL Little Drummer Boy - Jennifer Nettles (ft. Idina Menzel) COL channel name VAL Rebel Warrior	0
COL video title VAL The Challengers - Miserlou COL channel name VAL Gabriel Viau Hernandez	COL video title VAL Susan Wong__Big Yellow Taxi COL channel name VAL Veriana Vivi	0
COL video title VAL Marianne Faithfull - Something Tells Me...... COL channel name VAL kirkindysolospock	COL video title VAL Andre Previn Quartet - Moonlight In Vermont COL channel name VAL backyardjazz	0
COL video title VAL Rosemary Clooney - I'll Be Seeing You COL channel name VAL gregs51949 CO	COL video title VAL New Trolls - Let It Be Me COL channel name VAL SisterLighten	0
COL video title VAL The Temptations - Ain't Too Proud with lyrics COL channel name VAL Hamun Maghsodlo	COL video title VAL Tuxedo Junction ..The All Star Alumni Orchestra ..Phase-X LP Transfer COL channel name VAL mfluke44	0
COL video title VAL Leon Redbone - Some Of These Days COL channel name VAL T Finn	COL video title VAL Johnny Tillotson * Earth Angel COL channel name VAL AceRebstaRockA	0
COL video title VAL I'm Ready COL channel name VAL Thee Headcoats Sect - Topic	COL video title VAL The Villagers -  You're Gonna Lose That Girl - vinyl 45 COL channel name VAL J B	0
COL video title VAL Siniestro Total "Coleguita" (A Solas 2000) COL channel name VAL Sol Música	COL video title VAL DR MARIGOLD'S PRESCRIPTION - People Get Ready COL channel name VAL PSYCHOGARAGE	0
COL video title VAL Anathema - Shroud of False [with lyrics] COL channel name VAL Iulian	COL video title VAL The Shadows     My Babe COL channel name VAL Kevin Moore	0
COL video title VAL Boys Don't Cry - The Submarines COL channel name VAL wed0ntneedtowhisper	COL video title VAL Helen Merrill - A Man And A Women COL channel name VAL ruvo	0
COL video title VAL Erroll Garner - Frankie and Johnny Fantasy COL channel name VAL Selim Tezcan	COL video title VAL Jerry Lee Lewis - Frankie & Johnny COL channel name VAL BD Music	1
COL video title VAL Viva Las Vegas - Plastilina Mosh COL channel name VAL Yoncé Knows	COL video title VAL Ernest Tubb - Waltz Across Texas COL channel name VAL throwaway111	0
COL video title VAL Shirley Bassey - IF YOU GO AWAY COL channel name VAL kidm2m	COL video title VAL Nina Simone - Ne me quitte pas - English Translation COL channel name VAL marc vu	1
